SMILES,Side Effects
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Psychiatric disorders', 'Nervous system disorders']"
C1=NC(=O)NC(=C1F)N,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C(C(F)(F)F)(C(F)(F)F)(F)F,"['Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4(C3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C(C)(C)C)O)C)O)F)C)F.C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,"['Immune system disorders', 'Skin and subcutaneous tissue disorders', 'Nervous system disorders']"
C(CC(=O)O)CN,"['Immune system disorders', 'General disorders and administration site conditions', 'Skin and subcutaneous tissue disorders']"
C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)OC(=O)CNC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC5C=NC=N5)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC7=CNC8=CC=CC=C87)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCSC)N)O,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Pregnancy, puerperium and perinatal conditions', 'Ear and labyrinth disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F,"['Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders']"
CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].[Sr+2].[Sr+2],"['Hepatobiliary disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,"['Gastrointestinal disorders', 'General disorders and administration site conditions', 'Skin and subcutaneous tissue disorders']"
CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,"['Metabolism and nutrition disorders', 'Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders']"
C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C(C1CNC2=C(N1)C(=O)N=C(N2)N)O)O,"['Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Product issues', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCOC1=C(C=CC(=C1)[C@H](CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,"['Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Nervous system disorders']"
C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O,"['Gastrointestinal disorders', 'Skin and subcutaneous tissue disorders', 'Renal and urinary disorders']"
[Cr],"['Hepatobiliary disorders', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders']"
CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,"['Eye disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders']"
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,['Skin and subcutaneous tissue disorders']
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,"['Metabolism and nutrition disorders', 'Eye disorders', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Skin and subcutaneous tissue disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders']"
CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,"['Hepatobiliary disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C(CC(=O)O)CO,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
